geometry,repeat,point_index,direction_signal,direction_error,se_F_hat,first_order_scale,curvature
circle,0,831,0.0655105722108962,0.07270349800300989,0.007171516665791172,0.10947113456289354,1.0
circle,0,856,0.017751031747239847,0.12605225082616248,0.006922731411067722,0.3899903684271285,1.0
circle,0,882,0.0329310161849747,0.009868713872329805,0.007776012312110841,0.2361303480109056,1.0
circle,0,907,0.0310570728191242,0.15792899981724784,0.008132173072516985,0.2618460896131006,1.0
circle,0,932,0.07879289057443618,0.041604466197992775,0.007871981264511885,0.09990725314329178,1.0
circle,0,957,0.03599417761818446,0.05142736085740035,0.007229655718909459,0.20085625501989512,1.0
circle,0,982,0.0364649272375589,0.0069833420473240015,0.007668038300485366,0.21028530375311655,1.0
circle,0,1008,0.06087688138090175,0.0017475277266178033,0.008241109918798702,0.13537339186668812,1.0
circle,0,1033,0.02979197069380203,0.10420783797051957,0.007603877717700189,0.2552324515840811,1.0000000000000002
circle,0,1058,0.0068374648528778175,1.9811227065877057,0.007862611552861309,1.1499308182260006,1.0000000000000002
circle,0,1083,0.015982002914050927,1.308798537754759,0.007818203621837199,0.48918797374036604,1.0
circle,0,1108,0.012020957125550756,1.3749158031005944,0.007226075477439422,0.6011231386958591,1.0
circle,0,1134,0.05623527327373154,0.029344699293471957,0.008194351834645657,0.14571551550498785,1.0
circle,0,1159,0.043213578190210204,0.02648077944556419,0.007400402109937791,0.17125177825737908,1.0
circle,0,1184,0.019460063840904786,0.3811932810999631,0.008261156651191764,0.4245184763385476,1.0
circle,0,1209,0.011827164895976254,0.3336868995455359,0.008020895219268217,0.6781756481637474,1.0000000000000002
circle,0,1234,0.008248336740024478,1.7790787065818168,0.007608574313455575,0.9224374020201551,1.0
circle,0,1260,0.028032373097117026,0.03460606152439854,0.007469198497273675,0.26644902561038764,1.0
circle,0,1285,0.061439184334365717,0.06292355295006621,0.007916840513525394,0.128856536741116,1.0000000000000002
circle,0,1310,0.04731637319146523,0.07219966143562447,0.007675670826463863,0.16222018529197788,1.0
circle,0,1335,0.03649845315742809,0.13448847349095222,0.007969643635262607,0.21835565471466126,1.0
circle,0,1360,0.008030851129456404,0.22787797641624488,0.007612682061551505,0.9479296700730643,1.0000000000000002
circle,0,1386,0.08093052082091425,0.06609113186105134,0.007596024935874997,0.09385859449346352,1.0
circle,0,1411,0.061092815208397475,0.09024005854766594,0.007888455612397573,0.12912247676733793,1.0
circle,0,1436,0.014902023915736785,0.3161276917517316,0.007487531366272328,0.5024506341293259,1.0000000000000002
circle,0,1461,0.03369806726081394,0.5107204276290735,0.007510066763610113,0.22286342731422026,1.0
circle,0,1486,0.05493141719237021,0.0685188122589886,0.007145428339192991,0.13007908232495896,1.0
circle,0,1512,0.026259653494330765,0.012968879032110853,0.008327659779013293,0.31712755771172546,1.0
circle,0,1537,0.0388945261379996,0.17162584931041158,0.007549661666333313,0.194106019946014,1.0
circle,0,1562,0.0793658753155759,0.19270808060388547,0.007780267597829387,0.09803038858821073,1.0
circle,0,1587,0.01853525320194678,0.30304459064056344,0.00760173789039959,0.4101232288319196,1.0
circle,0,1612,0.09466292390422162,0.076440451996824,0.008497164782516917,0.08976233177747824,1.0
circle,0,1638,0.058673231029250476,0.08325286908813967,0.007671482255207233,0.13074927220869692,1.0000000000000002
circle,0,1663,0.004700843097534631,0.23795105000718744,0.007364554949177062,1.5666455562065922,1.0
circle,0,1688,0.015485075693391488,0.6934478654299575,0.007316527994087153,0.4724890041841773,1.0
circle,0,1713,0.041315579252746835,0.09188199962884043,0.007486406653952136,0.18120057347264246,1.0
circle,0,1738,0.05860952077752561,0.16169606365187783,0.008762895427821316,0.1495131731427078,1.0
circle,0,1764,0.08329650509203014,0.14350623990748593,0.008509887044727757,0.10216379469133319,0.9999999999999996
circle,0,1789,0.036833369685804404,0.19010996119811832,0.008139724213360677,0.22098776959029437,1.0
circle,0,1814,0.037387384480128794,0.3068346981776107,0.007505314362075849,0.20074456842694857,1.0
circle,0,1839,0.019271545687380463,0.9896158686978231,0.007736365504663146,0.4014398030215672,1.0
circle,0,1864,0.0074468896380013834,0.9026355148085256,0.0073032256419121155,0.9807081878377581,1.0
circle,0,1890,0.03828495079225452,0.14170821919968718,0.007319845217638842,0.19119379981336507,1.0
circle,0,1915,0.04591456098567824,0.07330146203718976,0.0074527991438107155,0.16231885885036354,1.0000000000000002
circle,0,1940,0.03123134424113139,0.34439051687986166,0.007740396309753668,0.24784063887841362,1.0
circle,0,1965,0.025182249408435983,0.12776806254306072,0.007393554815027902,0.2936018421194368,1.0
circle,0,1990,0.05050564960946253,0.11128365294072647,0.007364509841088981,0.14581556515034302,1.0
circle,0,2016,0.036516450225317236,0.4770217716160745,0.007255396734491676,0.19868844561077936,1.0
circle,0,2041,0.030801405420667005,0.4967878063609254,0.0074920350492373175,0.2432367921825522,1.0
circle,0,2066,0.05921470989945222,0.04599295082927622,0.007343420003168664,0.12401344219431186,1.0000000000000004
circle,0,2091,0.02656528431509379,0.14869311267588972,0.007552661616301159,0.2843056948579281,1.0
circle,0,2116,0.03826970905156377,0.13336442636337942,0.007106240717483155,0.18568839151372593,1.0
circle,0,2142,0.06787158567909692,0.057031685618711705,0.007520281026124048,0.11080161087852916,1.0
circle,0,2167,0.0628245906468675,0.2411821600842344,0.007070434814095264,0.11254247327830066,1.0
circle,0,2192,0.024809180772995217,0.5841674259602881,0.008283561797979356,0.3338909847033728,1.0000000000000002
circle,0,2217,0.04636026533041112,0.015238014433812036,0.007902653785015347,0.1704617893942771,1.0
circle,0,2242,0.020362313752736925,0.24373316968499992,0.008015684909279551,0.3936529515562618,1.0
circle,0,2268,0.04707820327563563,0.07695751948010959,0.007379509214859957,0.1567500180848888,1.0
circle,0,2293,0.0523167979920264,0.06114420318808658,0.007548503073973917,0.14428450065167184,1.0
circle,0,2318,0.04404805363129216,0.17953958828431213,0.007364465955143641,0.16719163159372502,1.0
circle,0,2343,0.04459352010205749,0.07028597567861508,0.007153929928471927,0.16042532439913512,1.0
circle,0,2368,0.033860295440191916,0.04616078588385139,0.007169010311859492,0.2117232061522396,1.0
circle,0,2394,0.0618055143051898,0.19047924730986193,0.007444466096629422,0.1204498689205845,1.0000000000000002
circle,0,2419,0.052406198361563204,0.14650256496611688,0.008220857774627532,0.1568680429347273,1.0
circle,0,2444,0.016333218652701223,0.037245094428679064,0.007288110251335203,0.4462139647000856,1.0
circle,0,2469,0.021575600483134824,0.1655006382517066,0.007731832676636028,0.3583600225949601,1.0
circle,0,2494,0.02946611877498819,0.2242285966074037,0.007736880884665639,0.2625687130275521,1.0
circle,0,2520,0.044713043225962715,0.1300011926805709,0.007380385425292934,0.1650611296572965,1.0
circle,0,2545,0.06543173204963358,0.127630396800687,0.008031383707929518,0.12274447666825128,1.0
circle,0,2570,0.010253314571110976,0.3937862600054071,0.007766364173150061,0.7574491272346239,1.0
circle,0,2595,0.026553978762547836,0.4369626298873631,0.00742737227215481,0.27970845117306853,1.0000000000000002
circle,0,2620,0.0414120570808309,0.09704546330560891,0.007663618374740749,0.18505765989316522,1.0
circle,0,2646,0.02823148227257604,0.1725527522290495,0.007200155224091929,0.2550399286361997,1.0
circle,0,2671,0.03381342438988709,0.30249003276393543,0.006907740082641468,0.20428987028913384,1.0000000000000002
circle,0,2696,0.06882979935447571,0.034664357368770396,0.007272741531108652,0.10566268679142585,1.0
circle,0,2721,0.058622182356351284,0.16256982779844775,0.007790388817679748,0.13289148415396235,1.0
circle,0,2746,0.0633431227188118,0.02301168544242993,0.007517308848155324,0.11867600657336734,1.0
circle,0,2772,0.0051469271819924445,0.6682871111171105,0.007407217727775462,1.439153394998689,1.0
circle,0,2797,0.027864262363596546,0.3665548975344925,0.007841666753858334,0.28142380557337604,1.0
circle,0,2822,0.0829560153115416,0.10531105183248878,0.008916480723062645,0.10748443846509226,1.0000000000000002
circle,0,2847,0.04918093753809331,0.15153088792877306,0.0073603837526215405,0.14965928103587947,1.0000000000000002
circle,0,2872,0.03522933829491,0.5106977234149611,0.007645389461965275,0.2170176855995588,1.0
circle,0,2898,0.032555213018695316,0.05427031348170943,0.007329572452477656,0.22514281962365107,1.0000000000000002
circle,0,2923,0.026444419483075788,0.05075389967158245,0.0074100511782910616,0.280212283844364,1.0000000000000004
circle,0,2948,0.017316405134426446,0.8869839414413846,0.007261219208856349,0.4193260178707903,1.0000000000000002
circle,0,2973,0.010012985628985734,1.3607445238768838,0.007636266779450589,0.7626363466801566,1.0
circle,0,2999,0.05332102125312599,0.048862729313647206,0.009069136455159948,0.17008557304457597,1.0
circle,1,0,0.0509013258528568,0.020353459922601465,0.007404557161884454,0.14546884659329318,1.0
circle,1,25,0.06332121626372687,0.18798173790943942,0.008176324597069762,0.12912456644888412,1.0000000000000002
circle,1,50,0.03238486397605785,0.1102177022695518,0.007727184528686608,0.23860481657107838,1.0000000000000002
circle,1,75,0.017873510029853445,0.3495655860955937,0.008567298356970374,0.4793293730588307,1.0
circle,1,100,0.06635620881957262,0.13353794338940728,0.007392839342590261,0.11141141837521085,1.0
circle,1,126,0.03577225950372856,0.26523172128357175,0.007470314934495422,0.2088298317783585,1.0
circle,1,151,0.0057122297489481,1.0538802105826697,0.0072068660822329,1.2616555003866985,1.0000000000000002
circle,1,176,0.00667026900560451,1.2111494213388208,0.0074434494448843485,1.1159144314315053,1.0
circle,1,201,0.010563590234947625,1.3649213680245464,0.007430408860345641,0.7033980583384946,1.0
circle,1,226,0.05677359666365786,0.37544425383558816,0.0077133663603779785,0.13586185856911703,1.0
circle,1,252,0.08540459747452386,0.2028712799827919,0.007851458729808459,0.09193250670317302,1.0
circle,1,277,0.023572890198371044,0.6417560484009154,0.007250709636212402,0.30758679038489084,1.0
circle,1,302,0.020248750163346284,0.7140140342523646,0.007796526151344949,0.3850374017384046,1.0
circle,1,327,0.015462164745788548,0.4573363634989211,0.008491835057842855,0.5492009170420842,1.0
circle,1,352,0.03386962099701259,0.435596475466637,0.007505753680620991,0.22160725333427922,1.0
circle,1,378,0.042276937268755296,0.371211476545721,0.007573134634412528,0.17913158151145073,1.0000000000000002
circle,1,403,0.0640837539699629,0.022302297285122133,0.007760578298249004,0.12110055696622446,1.0
circle,1,428,0.007084500714591633,1.006171272363152,0.008460540468004239,1.1942324249581113,1.0
circle,1,453,0.07932184414990172,0.1390327345831824,0.007645232014703533,0.09638242903500378,1.0
circle,1,478,0.010842934429961081,0.3993821231226499,0.007394914594990719,0.682003072393131,1.0000000000000002
circle,1,504,0.04651096428442093,0.1415975731634876,0.008445084785205509,0.1815719135290908,1.0
circle,1,529,0.03682393092439055,0.40407402495844313,0.007161146388770028,0.19446990609106318,1.0
circle,1,554,0.09969776194031502,0.05475823647418414,0.0073158359150698425,0.07338014186767337,1.0000000000000002
circle,1,579,0.01719594499340264,0.8233189405102435,0.0073028331489979215,0.42468344437015304,1.0
circle,1,604,0.07844035924581752,0.07249355018325236,0.00872829315539094,0.11127298802951793,1.0
circle,1,630,0.07760637538490503,0.1925339242138558,0.007787411196006924,0.1003449930161489,1.0
circle,1,655,0.08292652052980884,0.022406148100929914,0.008106207983025667,0.09775169549181557,0.9999999999999996
circle,1,680,0.0841360616668838,0.2230702799651212,0.00862527969877622,0.10251584787657296,1.0
circle,1,705,0.056525851579316305,0.18495296635489625,0.007363538506160531,0.13026851078622168,1.0
circle,1,730,0.009646428642002413,1.616219443881193,0.0069979174443036175,0.7254412699258805,1.0000000000000002
circle,1,756,0.012494751971697266,0.5174565559088847,0.007365204490701358,0.5894638410898269,1.0
circle,1,781,0.03819371519551942,0.11101402544606033,0.007493047967729677,0.1961853652982337,1.0
circle,1,806,0.06294191839188842,0.2449982310041436,0.008617501622347482,0.13691196332296815,1.0
circle,1,831,0.046994365245707326,0.3154899097981073,0.007483672808312474,0.15924617279506856,1.0
circle,1,856,0.09500816176616547,0.010939482158596602,0.008006726843831536,0.0842740949302622,1.0
circle,1,882,0.037706732504414885,0.026907365787620038,0.007361698864833891,0.19523566153529606,1.0000000000000002
circle,1,907,0.015464092745845173,0.522636364891494,0.0072564620968374625,0.4692458986180808,1.0
circle,1,932,0.005103618386209787,1.8389054348521017,0.007500870595972095,1.469716195129282,1.0
circle,1,957,0.05797482893057395,0.13235275329829083,0.007484998644179061,0.1291077314457021,1.0
circle,1,982,0.06383308272854232,0.0017505734324466007,0.007650143610771545,0.11984606232014015,1.0000000000000002
circle,1,1008,0.019279195630771524,0.04067491444548924,0.007611628413440422,0.39481047649578815,1.0
circle,1,1033,0.04881601207004122,0.058611017932418435,0.00771280478958155,0.15799743695808696,1.0000000000000002
circle,1,1058,0.015977098394242353,0.4938448090967918,0.007268324205052141,0.454921414746461,1.0000000000000002
circle,1,1083,0.06345567854315365,0.08581653370876877,0.008023177099266829,0.12643749595728598,1.0
circle,1,1108,0.09051961305959648,0.20261577223743535,0.00839795138358413,0.0927749368311492,1.0
circle,1,1134,0.05372970638261636,0.017361636458893152,0.008139433532519532,0.151488516884078,1.0
circle,1,1159,0.036438693091209534,0.26394449506419965,0.007484517934466067,0.20540028468451385,1.0000000000000002
circle,1,1184,0.02258242134215103,0.45616454789946864,0.007709131089022405,0.3413775242353215,1.0
circle,1,1209,0.05046799341653198,0.05510960376176368,0.007308706212424268,0.1448186408384156,1.0
circle,1,1234,0.04038125577835254,0.11266471472925113,0.00866265168454435,0.21452160210401872,1.0
circle,1,1260,0.06669047810609634,0.00751634370549501,0.007993217857458419,0.11985545889687871,1.0
circle,1,1285,0.04155653196963536,0.07101150643794508,0.007751710584638467,0.18653410708820717,1.0
circle,1,1310,0.05253633292521946,0.2685634116669664,0.007401587743660085,0.1408851233335138,1.0
circle,1,1335,0.1171969718143947,0.07604081373775208,0.012643543045176004,0.1078828475636694,1.0
circle,1,1360,0.03787604106045142,0.06646417465434422,0.006972663146245448,0.18409165665220517,1.0
circle,1,1386,0.053591523038689574,0.0047028578362340746,0.007423754465724137,0.13852478983224029,1.0
circle,1,1411,0.024551704884966656,0.2248730526206499,0.007985403013731155,0.32524841151136213,1.0
circle,1,1436,0.0841935821983564,0.10831096327730737,0.009126448178595507,0.10839838311065081,1.0
circle,1,1461,0.05890260830573694,0.13589601037808988,0.007555118134076181,0.12826457692435217,1.0
circle,1,1486,0.06667938822247771,0.3299501894628578,0.007645348836448141,0.11465835305715784,1.0000000000000002
circle,1,1512,0.041714821643095576,0.0957033049208238,0.007863870873096888,0.18851503046995471,1.0
circle,1,1537,0.07726552490478227,0.054765162339000396,0.0073852957772665,0.09558332498702013,1.0000000000000002
circle,1,1562,0.09039951142856098,0.014290830878551233,0.0074466319992053855,0.08237469297707602,1.0
circle,1,1587,0.01087472267254486,1.7946788827942446,0.007319050330514254,0.673033285620467,1.0000000000000002
circle,1,1612,0.03658967342778746,0.38502248064938854,0.007252843208847496,0.19822104242503122,1.0000000000000002
circle,1,1638,0.05883852539816567,0.1537884189608123,0.008337512606946103,0.14170159008108027,1.0
circle,1,1663,0.028138958851114004,0.4378459752845835,0.007675339331489609,0.2727655764415657,1.0
circle,1,1688,0.03330340947880981,0.20412115837363273,0.0077086236198934625,0.2314664996927201,1.0
circle,1,1713,0.010847152572333596,0.5029049227413951,0.0073405615115130435,0.6767270454216388,1.0
circle,1,1738,0.059924684758996365,0.08314747452875762,0.007703365976031542,0.12855079683794335,1.0
circle,1,1764,0.0893641753016472,0.02995386489412168,0.007746501439595835,0.08668464083563303,1.0
circle,1,1789,0.09193384448251249,0.056093923809441906,0.009321654206471663,0.10139523979381514,1.0000000000000002
circle,1,1814,0.04292218085486489,0.02455100091258965,0.007351889677616269,0.17128415963940916,1.0
circle,1,1839,0.05435249346423292,0.19796440946054525,0.007248213097667762,0.13335566844670163,1.0
circle,1,1864,0.041340298425754596,0.26297746898571006,0.00812131884393118,0.19645041649896944,1.0000000000000002
circle,1,1890,0.020646395464775,0.11886205400897798,0.007453917601246179,0.3610275514659871,1.0
circle,1,1915,0.04221266506040764,0.24774009386325524,0.0076556773220765395,0.18135972488638247,1.0
circle,1,1940,0.06415555802754656,0.0700332330028965,0.007609281414171228,0.11860673725110489,1.0
circle,1,1965,0.034709370979311954,0.554938003959436,0.007919343029157986,0.22816152542430693,1.0
circle,1,1990,0.06058196338435376,0.16109424556947854,0.008088531294554136,0.13351385202287988,1.0
circle,1,2016,0.060212169031845716,0.055463383297680066,0.008156553083076125,0.13546353194421865,1.0
circle,1,2041,0.07464325368927045,0.18901134817966886,0.007990630558889341,0.10705094116279057,1.0
circle,1,2066,0.052736159618830984,0.2273828604859225,0.007511756655580412,0.14244034282879636,1.0
circle,1,2091,0.014735902114315047,0.7491721811487233,0.0083520559382287,0.5667828052491729,1.0000000000000002
circle,1,2116,0.08662116621519847,0.014617455553673534,0.00859982112802053,0.09928082827533687,1.0
circle,1,2142,0.031114676637669158,0.4176088753963792,0.007341415787738085,0.23594703789561994,1.0
circle,1,2167,0.03764043824972815,0.16948355033526874,0.008494562277898802,0.2256764977480078,1.0
circle,1,2192,0.023310413329647086,0.3943153046145809,0.007315931187972077,0.31384819670560676,1.0
circle,1,2217,0.028384372932969203,0.49887641714663544,0.007393820601564781,0.26048912967094867,1.0
circle,1,2242,0.10274248498622611,0.05775853662997975,0.007560822364792065,0.0735900281738921,1.0000000000000002
circle,1,2268,0.030248150431136538,0.15364563719493274,0.007535425757848402,0.24912021563115677,1.0
circle,1,2293,0.04502303071293296,0.21593047415559571,0.00730132700343594,0.1621687142740175,1.0
circle,1,2318,0.029424208443224898,0.17283450600826133,0.007583789153398338,0.257739784845242,1.0
circle,1,2343,0.056484478182296904,0.11246906723220224,0.0072293907244977374,0.12798897957711042,1.0000000000000002
circle,1,2368,0.04969696398933304,0.04684065442470479,0.00686146826921741,0.13806614566415276,1.0
circle,1,2394,0.05250851508778961,0.13079591637316162,0.008129238398961762,0.15481752598355508,1.0
circle,1,2419,0.08067937377567752,0.038781488815209555,0.007377287965118192,0.09143957891431018,1.0
circle,1,2444,0.03257598030375955,0.09652024537411504,0.008341169362496672,0.2560527506683822,1.0000000000000002
circle,1,2469,0.014714726925824536,1.0824240882267393,0.007784593314993148,0.5290341678941446,1.0
circle,1,2494,0.03050555651380774,0.020664398083289036,0.007286078807396906,0.2388443169066267,1.0000000000000002
circle,1,2520,0.0022110020270322966,0.4352222801374782,0.007014921094908126,3.172733904872923,1.0000000000000002
circle,1,2545,0.09202320281629048,0.005641901860181191,0.00813933734547528,0.08844875092778674,1.0
circle,1,2570,0.017064819395068844,0.8967893592354339,0.007273779046362381,0.4262441270526577,1.0
circle,1,2595,0.08388048098075905,0.22378750668789912,0.007514785893361889,0.08958920842485,1.0
circle,1,2620,0.04869630863726042,0.1762632281659767,0.007549958014690164,0.1550416905505081,1.0
circle,1,2646,0.008742036483113695,1.2428024844673045,0.007537612134499197,0.8622261127666317,1.0000000000000002
circle,1,2671,0.05500110610938085,0.018790767778737033,0.007714242143232963,0.14025612735663223,1.0
circle,1,2696,0.02882545017099085,0.0621435159723407,0.007277005564733913,0.25245071704230637,1.0
circle,1,2721,0.04421742878981062,0.004671257554683207,0.007349513751833676,0.16621305111995305,1.0
circle,1,2746,0.026465585599117856,0.8763270804914088,0.008169887192732287,0.30869852330056147,1.0
circle,1,2772,0.09296407636968253,0.13370277141334502,0.007900073973738288,0.08497985762072997,0.9999999999999996
circle,1,2797,0.07019069956146239,0.037606122360068536,0.007823487373606015,0.1114604559077715,0.9999999999999996
circle,1,2822,0.019788904774126904,0.29611993261490804,0.0077535588442295385,0.39181343953744047,1.0
circle,1,2847,0.050159387278249055,0.02997581762563847,0.00759043406012625,0.1513262914879692,1.0
circle,1,2872,0.05552150962002877,0.0055708566868921975,0.0075701357192437405,0.13634599943429668,1.0
circle,1,2898,0.026118851138250344,0.17576996934866004,0.006877272241457822,0.26330684320897424,1.0
circle,1,2923,0.0719109868050076,0.06536293265669116,0.007385137866989171,0.10269832462478319,1.0000000000000004
circle,1,2948,0.058084161660849065,0.07086493726587077,0.007417298193759746,0.12769915208674326,1.0
circle,1,2973,0.00801639393965102,0.396771471451176,0.007912271821263733,0.9870113520903364,1.0000000000000002
circle,1,2999,0.02934680803342522,0.2550814714930967,0.0076429150606998515,0.26043428818544007,1.0
circle,2,0,0.01004341915168932,1.4175087086563554,0.007998887917248702,0.7964307569403071,1.0
circle,2,25,0.05775948208779673,0.1259378046099452,0.007497626094213303,0.1298077098893756,1.0
circle,2,50,0.019761831432395644,0.01049443768191614,0.007927817628521757,0.40116816377279974,0.9999999999999996
circle,2,75,0.030259359692353414,0.03591894665714802,0.007826913793218666,0.25866091922614404,1.0
circle,2,100,0.04921706248375717,0.011631784768036899,0.007715625710105512,0.15676729411983611,1.0
circle,2,126,0.01372421753591062,0.39326514827438136,0.007947908211440162,0.5791155809534323,1.0
circle,2,151,0.027043695495655353,0.10676888799145172,0.0076094382977415715,0.28137568325172313,1.0
circle,2,176,0.05205159922810997,0.0840019660252229,0.007762103335309543,0.1491232440581325,1.0000000000000002
circle,2,201,0.08267288084324359,0.22792758660004836,0.008267895590467355,0.10000734831224943,1.0
circle,2,226,0.033289124659446404,0.2575809799035095,0.007812740486659532,0.23469347922437855,1.0
circle,2,252,0.019835691860580377,0.04833249835563338,0.007616087378502705,0.383958746285942,1.0
circle,2,277,0.06635212947170498,0.2254421724911272,0.008467740472886566,0.1276182172344224,1.0000000000000002
circle,2,302,0.013567103625905186,1.290149312820547,0.007650998458687217,0.563937496878723,1.0
circle,2,327,0.03798651479250951,0.18808413178939282,0.007630783363347459,0.20088137606275372,1.0000000000000002
circle,2,352,0.08651406485314796,0.09178096062635145,0.009151623692168853,0.10578191774601209,1.0
circle,2,378,0.011544632957795599,0.038921581149411855,0.00785280236709872,0.6802123892380708,1.0
circle,2,403,0.02894286905261687,0.24917979772362917,0.007173635943318799,0.24785503919039412,1.0
circle,2,428,0.028107225576254502,0.1327184087718576,0.007766174385765179,0.276305264092881,1.0
circle,2,453,0.02394932910945465,0.5927850179211248,0.007592347576803567,0.3170171298788608,1.0
circle,2,478,0.034922236132001634,0.24250780675442285,0.008171127455305162,0.23398064844471397,1.0
circle,2,504,0.05301325066245399,0.09350424305300624,0.0076922572707539974,0.14510065266007066,1.0
circle,2,529,0.018152135321966637,0.042571999903347695,0.007570472991733771,0.41705688380211847,1.0000000000000002
circle,2,554,0.07838848982829112,0.16186557776757443,0.007344380123093567,0.09369207314978675,1.0
circle,2,579,0.0716715541295568,0.16798362880239573,0.0076030450541949195,0.10608176628138,1.0000000000000002
circle,2,604,0.09055200551658261,0.045435179635056444,0.00823639701795294,0.09095764330083915,1.0
circle,2,630,0.05663639500512348,0.16446996722405177,0.007690707462389963,0.13579090727250986,1.0
circle,2,655,0.04121034148232054,0.20343017816431122,0.007657496781003765,0.1858149315333597,1.0
circle,2,680,0.07330162578882485,0.01370809714659254,0.007940260803174098,0.10832311995438204,1.0
circle,2,705,0.015040787464528863,0.4315487313511141,0.007528430272265406,0.5005343164392109,1.0
circle,2,730,0.02298841282405723,0.14741394668692767,0.007189005396757681,0.31272299883332666,1.0
circle,2,756,0.06077807204825116,0.19781019449746418,0.006819857124772525,0.1122091717446763,0.9999999999999996
circle,2,781,0.033015147543635694,0.30636561947217855,0.0076351644277739845,0.23126246574190487,1.0
circle,2,806,0.06074787651340259,0.15549980447894976,0.008054075443786,0.13258200789963512,1.0
circle,2,831,0.03837190735663579,0.14730859656320222,0.007549793105609163,0.1967531359710622,0.9999999999999996
circle,2,856,0.055350464902747934,0.11580477809143769,0.007709809760588307,0.13929078597866565,1.0
circle,2,882,0.011318944869027861,1.9731367983901402,0.007773783195902973,0.6867939799914081,1.0
circle,2,907,0.0827365562397922,0.16863800863646183,0.008811778595212098,0.10650405329505444,1.0
circle,2,932,0.06540711953025137,0.060883720610752916,0.007703948662513851,0.1177845579784431,1.0
circle,2,957,0.06932741553702748,0.2256809536497266,0.008196705423368476,0.11823180425629237,1.0
circle,2,982,0.09295566192478338,0.029005388707725167,0.008011486992366604,0.08618611095308247,1.0
circle,2,1008,0.03776389284176326,0.05290518719264351,0.007618917741529459,0.20175138652823588,1.0
circle,2,1033,0.03922148582176479,0.07541461454958949,0.008361977651654157,0.21319890046118367,1.0
circle,2,1058,0.030616372086048085,0.023320542502074014,0.007385997713692202,0.24124340052223264,1.0
circle,2,1083,0.06664391677078307,0.016509965471971685,0.007562457884081412,0.11347559162964474,1.0
circle,2,1108,0.04578825674661352,0.10297297048152933,0.008088802905400181,0.17665671244403566,1.0
